date,time,latitude,longitude,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_72h,river_level,river_level_lag1,river_level_lag3,river_level_lag6,river_level_lag12,river_discharge,temperature,humidity,pressure,wind_speed,elevation,distance_from_river,historical_flood_count,population,flood_probability,flood_risk
2020-10-13,18:00:00,16.46,81.02,0.91,7.64,13.03,26.4,44.27,85.95,5.776,5.91,5.037,4.611,4.923,23491.57,24.42,82.5,1002.65,6.94,28.4,6.2,12,7650,0.0114,LOW
2020-10-14,00:00:00,16.52,81.08,3.33,3.33,13.51,13.51,32.3,95.37,5.408,5.776,5.573,5.048,5.158,20299.62,24.27,76.32,1001.22,0.93,16.5,2.4,7,17400,0.0114,LOW
2020-10-14,06:00:00,16.58,81.14,3.27,8.89,8.89,15.33,17.27,48.7,5.226,5.408,5.91,5.08,5.334,15884.65,29.42,79.31,1005.77,9.63,22.7,4.1,2,10900,0.01,LOW
2020-10-14,12:00:00,16.1,80.65,3.06,11.57,21.51,48.49,98.36,228.56,5.733,5.226,5.776,5.037,4.59,44492.62,25.67,65.22,1003.41,9.82,18.2,2.1,9,12450,0.0662,LOW
2020-10-14,18:00:00,16.14,80.71,3.46,10.66,24.03,27.88,57.22,144.46,6.06,5.733,5.408,5.573,4.866,31777.93,27.48,65.34,1010.6,9.93,21.4,3.7,5,8320,0.0144,LOW
2020-10-15,00:00:00,16.18,80.75,1.93,6.1,8.67,18.43,18.43,53.25,5.532,6.06,5.226,5.91,4.983,14193.92,31.4,75.37,1009.59,9.85,14.7,1.2,5,15620,0.01,LOW
2020-10-15,06:00:00,16.22,80.8,0.3,0.3,0.3,0.3,0.3,0.3,4.996,5.532,5.733,5.776,4.611,9306.64,30.01,84.98,1012.78,9.03,12.8,2.8,6,19850,0.01,LOW
2020-10-15,12:00:00,16.28,80.84,12.04,32.7,74.49,124.2,217.75,581.9,6.226,4.996,6.06,5.408,5.048,87430.25,31.23,81.73,1002.32,9.66,25.1,5.4,4,9130,0.5339,HIGH
2020-10-15,18:00:00,16.34,80.9,1.2,5.34,14.07,22.39,39.78,67.86,6.371,6.226,5.532,5.226,5.08,26566.87,26.36,75.28,1006.57,5.61,19.3,3.1,8,14670,0.0281,LOW
2020-10-16,00:00:00,16.4,80.96,5.78,12.1,18.43,29.12,66.39,150.05,6.7,6.371,4.996,5.733,5.037,38490.65,27.16,74.6,1004.83,9.77,11.9,1.6,3,22100,0.0289,LOW
2020-10-16,06:00:00,16.46,81.02,4.91,11.75,34.12,54.28,74.67,250.98,6.982,6.7,6.226,6.06,5.573,39484.33,29.35,75.12,1009.25,13.15,28.4,6.2,10,7650,0.0582,LOW
2020-10-16,12:00:00,16.52,81.08,9.88,19.69,48.01,82.49,121.54,285.76,7.287,6.982,6.371,5.532,5.91,58001.09,29.72,80.97,1004.89,5.4,16.5,2.4,11,17400,0.1638,LOW
2020-10-16,18:00:00,16.58,81.14,25.91,49.13,89.17,133.56,236.5,719.09,8.634,7.287,6.7,4.996,5.776,96063.58,25.02,82.27,1008.29,9.95,22.7,4.1,8,10900,0.8322,VERY_HIGH
2020-10-17,00:00:00,16.1,80.65,14.2,34.47,61.53,97.96,179.56,386.92,9.475,8.634,6.982,6.226,5.408,78518.38,25.67,69.83,1009.06,4.8,18.2,2.1,7,12450,0.62,HIGH
2020-10-17,06:00:00,16.14,80.71,3.82,7.25,12.51,12.51,12.51,39.08,8.74,9.475,7.287,6.371,5.226,20110.63,29.6,77.84,1009.52,11.03,21.4,3.7,9,8320,0.01,LOW
2020-10-17,12:00:00,16.18,80.75,2.58,2.83,3.32,11.29,13.56,13.56,8.373,8.74,8.634,6.7,5.733,19739.65,26.75,80.63,1002.18,8.15,14.7,1.2,7,15620,0.0185,LOW
2020-10-17,18:00:00,16.22,80.8,7.23,21.12,37.81,62.88,90.72,170.26,8.47,8.373,9.475,6.982,6.06,46808.64,25.1,81.79,1008.27,6.27,12.8,2.8,5,19850,0.0698,LOW
2020-10-18,00:00:00,16.28,80.84,4.43,12.93,27.81,58.75,120.94,408.0,8.532,8.47,8.74,7.287,5.532,57651.15,23.5,65.94,1005.6,8.1,25.1,5.4,7,9130,0.2601,MODERATE
2020-10-18,06:00:00,16.34,80.9,3.92,10.59,13.35,31.56,74.87,208.76,8.254,8.532,8.373,8.634,4.996,41185.34,25.98,68.62,1002.64,9.09,19.3,3.1,6,14670,0.1352,LOW
2020-10-18,12:00:00,16.4,80.96,0.98,3.49,3.49,3.74,16.11,28.02,7.382,8.254,8.47,9.475,6.226,19359.13,25.82,79.61,1003.91,7.19,11.9,1.6,5,22100,0.0124,LOW
2020-10-18,18:00:00,16.46,81.02,2.73,5.22,5.22,6.72,16.37,16.37,6.895,7.382,8.532,8.74,6.371,18263.44,27.47,74.85,1006.77,6.98,28.4,6.2,7,7650,0.01,LOW
2020-10-19,00:00:00,16.52,81.08,4.35,10.11,23.31,34.29,58.71,188.28,7.047,6.895,8.254,8.373,6.7,35013.84,26.48,80.86,1003.48,6.47,16.5,2.4,1,17400,0.0362,LOW
2020-10-19,06:00:00,16.58,81.14,2.45,2.45,9.24,9.24,21.64,95.16,6.689,7.047,7.382,8.47,6.982,21021.93,27.91,84.79,1002.51,6.26,22.7,4.1,5,10900,0.0122,LOW
2020-10-19,12:00:00,16.1,80.65,11.63,17.68,28.05,52.95,61.17,172.55,6.839,6.689,6.895,8.532,7.287,33441.68,28.14,89.74,1007.36,3.09,18.2,2.1,8,12450,0.034,LOW
2020-10-19,18:00:00,16.14,80.71,0.07,0.07,1.64,1.64,1.64,47.49,6.141,6.839,7.047,8.254,8.634,10271.83,27.59,69.08,1001.4,10.55,21.4,3.7,9,8320,0.01,LOW
2020-10-20,00:00:00,16.18,80.75,2.04,7.02,10.65,26.64,48.54,155.06,5.803,6.141,6.689,7.382,9.475,27328.0,27.25,84.13,1009.78,9.43,14.7,1.2,7,15620,0.0158,LOW
2020-10-20,06:00:00,16.22,80.8,1.94,4.78,5.93,5.93,14.87,51.12,5.492,5.803,6.839,6.895,8.74,15468.98,27.35,77.02,1009.31,2.78,12.8,2.8,5,19850,0.011,LOW
2020-10-20,12:00:00,16.28,80.84,0.75,0.75,0.75,1.39,1.39,32.88,5.021,5.492,6.141,7.047,8.373,11890.52,33.47,74.39,1000.92,8.34,25.1,5.4,9,9130,0.01,LOW
2020-10-20,18:00:00,16.34,80.9,1.59,3.74,8.61,8.61,9.14,24.29,4.408,5.021,5.803,6.689,8.47,8709.88,28.22,77.75,1003.63,5.57,19.3,3.1,9,14670,0.01,LOW
2020-10-21,00:00:00,16.4,80.96,5.55,22.8,31.61,55.72,99.98,311.01,4.989,4.408,5.492,6.839,8.532,43841.61,30.11,72.3,1008.13,4.87,11.9,1.6,8,22100,0.049,LOW
2020-10-21,06:00:00,16.46,81.02,0.92,1.37,1.37,1.37,10.82,30.46,4.805,4.989,5.021,6.141,8.254,13824.68,23.79,74.38,1007.46,8.8,28.4,6.2,8,7650,0.01,LOW
2020-10-21,12:00:00,16.52,81.08,10.47,21.51,34.81,49.55,87.01,226.5,5.241,4.805,4.408,5.803,7.382,37683.81,26.47,83.71,1006.65,11.87,16.5,2.4,7,17400,0.0341,LOW
2020-10-21,18:00:00,16.58,81.14,7.33,19.3,39.59,83.6,158.71,449.37,6.307,5.241,4.989,5.492,6.895,68258.36,24.75,71.08,1013.74,9.63,22.7,4.1,3,10900,0.1834,LOW
2020-10-22,00:00:00,16.1,80.65,2.81,3.51,3.51,8.2,9.19,52.59,6.064,6.307,4.805,5.021,7.047,12421.83,26.6,81.13,1010.31,5.16,18.2,2.1,11,12450,0.01,LOW
2020-10-22,06:00:00,16.14,80.71,7.49,21.47,41.35,92.45,118.33,254.12,6.646,6.064,5.241,4.408,6.689,52332.78,28.57,71.17,1001.54,6.75,21.4,3.7,8,8320,0.0787,LOW
2020-10-22,12:00:00,16.18,80.75,1.61,1.61,2.46,17.12,17.12,84.82,6.105,6.646,6.307,4.989,6.839,17413.72,33.9,85.14,1010.19,4.77,14.7,1.2,8,15620,0.01,LOW
2020-10-22,18:00:00,16.22,80.8,0.09,5.59,18.74,26.47,59.7,223.74,6.098,6.105,6.064,4.805,6.141,30444.0,28.46,79.72,1015.21,6.85,12.8,2.8,6,19850,0.0311,LOW
2020-10-23,00:00:00,16.28,80.84,6.06,15.18,27.42,44.87,75.45,164.74,6.024,6.098,6.646,5.241,5.803,37764.87,28.07,85.59,1002.39,8.89,25.1,5.4,5,9130,0.0264,LOW
2020-10-23,06:00:00,16.34,80.9,1.07,6.95,12.48,15.71,32.79,99.88,5.533,6.024,6.105,6.307,5.492,23422.03,27.06,70.21,1007.23,9.05,19.3,3.1,7,14670,0.0176,LOW
2020-10-23,12:00:00,16.4,80.96,2.44,7.5,18.75,38.13,57.05,144.46,5.533,5.533,6.098,6.064,5.021,31050.02,28.82,87.87,1002.83,10.89,11.9,1.6,11,22100,0.0192,LOW
2020-10-23,18:00:00,16.46,81.02,3.38,9.88,18.82,38.95,56.38,130.64,5.472,5.533,6.024,6.646,4.408,28060.82,24.69,79.98,1009.1,8.44,28.4,6.2,8,7650,0.01,LOW
2020-10-24,00:00:00,16.52,81.08,1.18,2.58,15.72,36.44,85.08,262.04,5.948,5.472,5.533,6.105,4.989,39875.98,26.14,73.38,1009.0,8.45,16.5,2.4,7,17400,0.0732,LOW
2020-10-24,06:00:00,16.58,81.14,5.48,18.66,48.15,87.73,142.38,414.12,6.458,5.948,5.533,6.098,4.805,60666.41,27.64,77.7,1012.52,9.4,22.7,4.1,9,10900,0.1809,LOW
2020-10-24,12:00:00,16.1,80.65,0.39,0.39,3.62,6.7,14.17,56.9,5.993,6.458,5.472,6.024,5.241,14091.77,28.86,76.72,1012.9,10.23,18.2,2.1,8,12450,0.01,LOW
2020-10-24,18:00:00,16.14,80.71,5.07,5.52,5.52,5.52,18.03,43.97,5.48,5.993,5.948,5.533,6.307,16122.48,22.32,82.31,1003.23,3.78,21.4,3.7,4,8320,0.01,LOW
2020-10-25,00:00:00,16.18,80.75,0.48,2.17,7.0,7.0,10.7,12.75,4.83,5.48,6.458,5.533,6.064,12090.39,26.98,75.2,1005.58,4.8,14.7,1.2,6,15620,0.01,LOW
2020-10-25,06:00:00,16.22,80.8,2.68,2.69,2.69,2.69,10.7,29.45,4.786,4.83,5.993,5.472,6.646,11327.48,24.64,81.67,1014.19,6.44,12.8,2.8,10,19850,0.01,LOW
2020-10-25,12:00:00,16.28,80.84,2.65,11.09,16.65,25.35,35.07,154.52,4.968,4.786,5.48,5.948,6.105,20633.87,29.14,72.16,1009.89,7.29,25.1,5.4,5,9130,0.01,LOW
2020-10-25,18:00:00,16.34,80.9,1.31,9.04,21.0,40.5,52.96,169.08,4.908,4.968,4.83,6.458,6.098,27227.28,25.58,78.37,1008.66,6.67,19.3,3.1,7,14670,0.0169,LOW
2020-10-26,00:00:00,16.4,80.96,5.09,12.51,20.95,38.69,78.41,169.77,5.062,4.908,4.786,5.993,6.024,37623.03,28.63,75.43,1005.36,10.81,11.9,1.6,8,22100,0.0377,LOW
2020-10-26,06:00:00,16.46,81.02,0.63,7.03,15.88,22.37,28.51,49.27,4.9,5.062,4.968,5.48,5.533,20031.95,26.38,69.84,1009.7,4.87,28.4,6.2,5,7650,0.01,LOW
2020-10-26,12:00:00,16.52,81.08,4.58,4.58,7.38,7.38,7.38,53.16,4.822,4.9,4.908,4.83,5.533,12375.61,28.61,74.49,1011.15,5.22,16.5,2.4,9,17400,0.01,LOW
2020-10-26,18:00:00,16.58,81.14,1.87,5.44,9.74,23.9,47.64,96.26,4.758,4.822,5.062,4.786,5.472,25193.44,29.4,79.24,1003.08,8.35,22.7,4.1,7,10900,0.01,LOW
2020-10-27,00:00:00,16.1,80.65,1.14,4.48,5.74,14.02,20.51,89.98,4.632,4.758,4.9,4.968,5.948,15012.32,27.76,72.32,1007.3,7.13,18.2,2.1,7,12450,0.01,LOW
2020-10-27,06:00:00,16.14,80.71,3.15,6.74,18.07,27.05,28.28,92.18,4.409,4.632,4.822,4.908,6.458,18847.01,27.27,77.79,996.83,8.95,21.4,3.7,8,8320,0.01,LOW
2020-10-27,12:00:00,16.18,80.75,1.34,4.69,12.44,13.2,26.39,42.88,4.294,4.409,4.758,5.062,5.993,16440.75,26.85,73.14,1007.8,5.19,14.7,1.2,4,15620,0.01,LOW
2020-10-27,18:00:00,16.22,80.8,0.71,3.82,10.01,17.57,23.39,90.27,4.224,4.294,4.632,4.9,5.48,15630.46,26.47,79.3,1006.05,10.84,12.8,2.8,10,19850,0.01,LOW
2020-10-28,00:00:00,16.28,80.84,1.56,1.56,3.03,3.03,10.16,10.16,4.0,4.224,4.409,4.822,4.83,11368.91,26.99,75.37,1001.59,8.09,25.1,5.4,6,9130,0.01,LOW
2020-10-28,06:00:00,16.34,80.9,6.54,12.81,13.67,28.39,67.92,135.07,4.162,4.0,4.294,4.758,4.786,32739.0,28.06,78.23,1003.88,6.5,19.3,3.1,4,14670,0.01,LOW
2020-10-28,12:00:00,16.4,80.96,8.56,29.26,58.67,108.97,215.26,574.46,5.52,4.162,4.224,4.632,4.968,84614.78,28.73,82.22,1008.45,9.3,11.9,1.6,10,22100,0.6287,HIGH
2020-10-28,18:00:00,16.46,81.02,11.7,27.48,57.88,86.86,172.99,366.0,6.219,5.52,4.0,4.409,4.908,71808.9,27.7,87.12,1007.05,11.33,28.4,6.2,9,7650,0.1401,LOW
2020-10-29,00:00:00,16.52,81.08,2.65,9.33,19.02,32.46,48.52,145.8,5.884,6.219,4.162,4.294,5.062,24722.99,29.4,77.68,1011.48,12.83,16.5,2.4,5,17400,0.0322,LOW
2020-10-29,06:00:00,16.58,81.14,0.28,0.28,0.28,0.68,0.68,19.26,5.421,5.884,5.52,4.224,4.9,9524.02,29.21,73.82,1006.04,7.68,22.7,4.1,3,10900,0.01,LOW
2020-10-29,12:00:00,16.1,80.65,1.63,6.13,6.56,6.56,24.97,58.01,5.364,5.421,6.219,4.0,4.822,17595.98,29.78,75.5,1005.13,6.55,18.2,2.1,4,12450,0.01,LOW
2020-10-29,18:00:00,16.14,80.71,5.36,9.99,9.99,17.1,30.69,112.43,4.96,5.364,5.884,4.162,4.758,18324.07,27.97,75.02,1005.26,6.01,21.4,3.7,4,8320,0.01,LOW
2020-10-30,00:00:00,16.18,80.75,0.51,4.34,13.32,22.33,24.91,65.0,4.998,4.96,5.421,5.52,4.632,18506.69,32.7,88.03,1003.26,9.84,14.7,1.2,11,15620,0.01,LOW
2020-10-30,06:00:00,16.22,80.8,16.44,36.93,77.28,146.61,245.84,763.75,7.13,4.998,5.364,6.219,4.409,97725.49,31.64,71.09,1009.38,7.2,12.8,2.8,6,19850,0.8286,VERY_HIGH
2020-10-30,12:00:00,16.28,80.84,4.89,20.46,43.45,84.67,162.32,553.21,8.389,7.13,4.96,5.884,4.294,70796.71,28.18,72.52,1004.45,11.61,25.1,5.4,9,9130,0.4043,MODERATE
2020-10-30,18:00:00,16.34,80.9,4.81,13.7,26.23,53.09,100.53,294.16,8.305,8.389,4.998,5.421,4.224,48833.16,28.3,75.19,1008.05,10.14,19.3,3.1,5,14670,0.1108,LOW
2020-10-31,00:00:00,16.4,80.96,2.54,2.54,2.54,4.95,10.22,23.08,7.686,8.305,7.13,5.364,4.0,18281.98,24.38,82.07,1009.88,7.33,11.9,1.6,3,22100,0.012,LOW
2020-10-31,06:00:00,16.46,81.02,4.63,7.32,15.02,27.1,59.87,176.48,7.372,7.686,8.389,4.96,4.162,31744.06,30.44,85.66,1007.84,11.11,28.4,6.2,7,7650,0.0183,LOW
2020-10-31,12:00:00,16.52,81.08,51.41,104.22,182.7,316.96,623.04,1890.65,12.657,7.372,8.305,4.998,5.52,238977.9,26.63,92.71,1002.19,5.44,16.5,2.4,6,17400,0.99,VERY_HIGH
2020-10-31,18:00:00,16.58,81.14,0.33,2.15,13.91,15.84,39.7,105.55,11.912,12.657,7.686,7.13,6.219,35313.62,26.09,83.25,1008.16,7.53,22.7,4.1,7,10900,0.1525,LOW
2020-11-01,00:00:00,16.1,80.65,2.98,5.06,5.06,7.14,7.52,7.52,11.109,11.912,7.372,8.389,5.884,23760.7,27.18,74.0,1009.92,10.03,18.2,2.1,5,12450,0.0387,LOW
2020-11-01,06:00:00,16.14,80.71,2.53,7.35,21.62,38.11,66.95,165.61,10.905,11.109,12.657,8.305,5.421,43423.57,28.72,73.1,1006.88,11.5,21.4,3.7,7,8320,0.1158,LOW
2020-11-01,12:00:00,16.18,80.75,6.26,11.15,24.8,47.84,68.05,168.03,10.566,10.905,11.912,7.686,5.364,41195.11,29.57,85.54,1008.19,4.82,14.7,1.2,7,15620,0.2836,MODERATE
2020-11-01,18:00:00,16.22,80.8,5.96,14.69,27.82,68.85,148.92,370.5,10.635,10.566,11.109,7.372,4.96,70326.58,26.18,67.75,1007.47,5.97,12.8,2.8,6,19850,0.4552,MODERATE
2020-11-02,00:00:00,16.28,80.84,0.56,0.56,3.85,7.53,7.53,7.53,9.756,10.635,10.905,12.657,4.998,20237.87,26.08,76.95,1002.11,6.45,25.1,5.4,8,9130,0.01,LOW
2020-11-02,06:00:00,16.34,80.9,8.19,17.34,26.39,51.5,93.78,229.19,9.721,9.756,10.566,11.912,7.13,48864.22,27.42,73.14,1004.51,9.6,19.3,3.1,11,14670,0.0889,LOW
2020-11-02,12:00:00,16.4,80.96,0.66,2.96,2.96,7.53,8.48,39.33,9.287,9.721,10.635,11.109,8.389,19672.83,23.7,78.14,1007.63,7.16,11.9,1.6,9,22100,0.0351,LOW
2020-11-02,18:00:00,16.46,81.02,0.81,0.81,4.54,4.54,4.54,4.54,8.212,9.287,9.756,10.905,8.305,15655.1,28.92,76.64,1003.96,7.93,28.4,6.2,4,7650,0.01,LOW
2020-11-03,00:00:00,16.52,81.08,4.7,8.36,18.35,30.14,52.78,106.47,7.928,8.212,9.721,10.566,7.686,34351.31,27.26,73.87,1004.64,6.74,16.5,2.4,6,17400,0.0379,LOW
2020-11-03,06:00:00,16.58,81.14,1.94,8.48,17.67,28.02,65.31,234.1,7.684,7.928,9.287,10.635,7.372,37559.66,26.02,72.58,1010.35,10.43,22.7,4.1,5,10900,0.0601,LOW
2020-11-03,12:00:00,16.1,80.65,4.84,7.25,30.72,63.15,108.78,368.38,8.124,7.684,8.212,9.756,12.657,52239.83,26.03,80.69,1012.45,6.46,18.2,2.1,4,12450,0.2241,LOW
2020-11-03,18:00:00,16.14,80.71,2.09,2.09,14.75,14.75,14.75,37.53,7.209,8.124,7.928,9.721,11.912,19200.95,24.43,83.39,1003.91,7.12,21.4,3.7,8,8320,0.0144,LOW
2020-11-04,00:00:00,16.18,80.75,0.33,2.84,8.68,14.94,24.84,63.69,6.746,7.209,7.684,9.287,11.109,22586.14,27.63,82.56,1012.66,5.16,14.7,1.2,6,15620,0.0275,LOW
2020-11-04,06:00:00,16.22,80.8,3.84,12.5,33.91,53.3,97.22,313.72,7.001,6.746,8.124,8.212,10.905,46727.36,27.94,71.03,1011.63,9.38,12.8,2.8,10,19850,0.0711,LOW
2020-11-04,12:00:00,16.28,80.84,10.57,31.97,64.74,118.57,215.19,699.48,8.339,7.001,7.209,7.928,10.566,90994.31,26.87,75.52,1006.6,8.04,25.1,5.4,6,9130,0.8217,VERY_HIGH
2020-11-04,18:00:00,16.34,80.9,6.43,14.66,21.87,27.53,58.2,100.44,8.213,8.339,6.746,7.684,10.635,35763.02,22.4,75.47,1008.87,5.26,19.3,3.1,8,14670,0.0442,LOW
2020-11-05,00:00:00,16.4,80.96,2.06,4.69,6.68,9.71,9.71,25.86,7.838,8.213,7.001,8.124,9.756,18606.9,25.19,84.68,1004.54,9.93,11.9,1.6,6,22100,0.0125,LOW
2020-11-05,06:00:00,16.46,81.02,1.05,1.05,6.11,14.9,23.65,61.39,7.519,7.838,8.339,7.209,9.721,20028.26,27.92,85.55,1002.14,9.7,28.4,6.2,5,7650,0.01,LOW
2020-11-05,12:00:00,16.52,81.08,4.41,10.61,24.81,40.5,95.86,228.01,7.93,7.519,8.213,6.746,9.287,49033.82,30.16,63.17,1011.05,6.61,16.5,2.4,8,17400,0.0735,LOW
2020-11-05,18:00:00,16.58,81.14,1.38,5.12,10.77,15.81,15.81,59.39,7.642,7.93,7.838,7.001,8.212,17244.62,27.96,75.9,1013.73,4.18,22.7,4.1,3,10900,0.01,LOW
2020-11-06,00:00:00,16.1,80.65,3.77,5.95,12.75,37.67,67.16,130.6,7.589,7.642,7.519,8.339,7.928,38671.73,24.98,64.74,1001.13,6.53,18.2,2.1,4,12450,0.0707,LOW
2020-11-06,06:00:00,16.14,80.71,2.38,5.45,21.75,30.39,49.25,173.07,7.093,7.589,7.93,8.213,7.684,30092.11,27.17,75.81,1010.37,6.53,21.4,3.7,10,8320,0.0377,LOW
2020-11-06,12:00:00,16.18,80.75,2.69,6.41,19.59,37.15,91.49,205.67,7.296,7.093,7.642,7.838,8.124,44250.58,28.95,78.4,1008.91,6.15,14.7,1.2,6,15620,0.0783,LOW
2020-11-06,18:00:00,16.22,80.8,6.54,12.65,27.22,58.05,99.08,206.11,7.428,7.296,7.589,7.519,7.209,47987.4,21.83,71.02,1010.46,6.09,12.8,2.8,10,19850,0.0535,LOW
2020-11-07,00:00:00,16.28,80.84,2.9,7.33,14.09,15.78,28.85,81.99,7.083,7.428,7.093,7.93,6.746,23582.58,27.84,84.0,1008.92,9.12,25.1,5.4,4,9130,0.01,LOW
2020-11-07,06:00:00,16.34,80.9,6.68,15.67,32.19,43.74,101.89,279.24,7.278,7.083,7.296,7.642,7.001,49761.63,23.16,69.71,1003.98,5.61,19.3,3.1,8,14670,0.0926,LOW
2020-11-07,12:00:00,16.4,80.96,0.84,1.5,6.52,8.84,12.7,36.37,6.637,7.278,7.428,7.589,8.339,15408.23,25.29,83.94,1001.83,9.27,11.9,1.6,5,22100,0.0111,LOW
2020-11-07,18:00:00,16.46,81.02,1.73,2.98,2.98,13.14,34.48,97.71,6.161,6.637,7.083,7.093,8.213,23463.12,28.39,66.96,1005.83,8.33,28.4,6.2,8,7650,0.01,LOW
2020-11-08,00:00:00,16.52,81.08,6.44,12.85,30.06,45.65,88.9,226.07,6.262,6.161,7.278,7.296,7.838,41996.59,27.49,67.7,1006.1,5.99,16.5,2.4,9,17400,0.0552,LOW
2020-11-08,06:00:00,16.58,81.14,1.71,7.67,21.51,41.54,77.82,269.33,6.515,6.262,6.637,7.428,7.519,40291.01,26.67,75.67,1002.9,7.38,22.7,4.1,6,10900,0.036,LOW
2020-11-08,12:00:00,16.1,80.65,1.0,3.18,3.18,11.96,17.92,69.36,5.939,6.515,6.161,7.083,7.93,15840.62,24.95,80.14,1004.12,7.03,18.2,2.1,9,12450,0.0109,LOW
2020-11-08,18:00:00,16.14,80.71,7.39,19.16,41.08,69.8,103.14,376.34,6.462,5.939,6.262,7.278,7.642,46768.62,26.28,73.34,1011.1,8.18,21.4,3.7,5,8320,0.1113,LOW
2020-11-09,00:00:00,16.18,80.75,4.5,11.79,27.04,49.79,87.08,258.5,6.954,6.462,6.515,6.637,7.589,42984.79,26.26,84.51,1006.93,8.99,14.7,1.2,7,15620,0.0563,LOW
2020-11-09,06:00:00,16.22,80.8,1.65,1.65,4.39,22.1,44.02,95.68,6.312,6.954,5.939,6.161,7.093,26146.85,26.94,68.88,1001.7,8.0,12.8,2.8,5,19850,0.0165,LOW
2020-11-09,12:00:00,16.28,80.84,6.88,20.43,38.22,54.64,98.92,263.82,6.641,6.312,6.462,6.262,7.296,46341.3,30.97,78.33,1005.3,7.78,25.1,5.4,7,9130,0.0875,LOW
2020-11-09,18:00:00,16.34,80.9,5.35,11.89,23.46,58.78,101.22,217.74,7.038,6.641,6.954,6.515,7.428,49239.29,28.13,76.15,1008.73,8.41,19.3,3.1,7,14670,0.0537,LOW
2020-11-10,00:00:00,16.4,80.96,3.39,7.68,12.37,15.12,24.85,50.31,6.843,7.038,6.312,5.939,7.083,22529.61,26.7,73.19,1001.67,7.13,11.9,1.6,10,22100,0.0311,LOW
2020-11-10,06:00:00,16.46,81.02,24.07,62.06,135.87,196.82,335.26,767.51,8.899,6.843,6.641,6.462,7.278,131401.4,28.18,64.13,1011.91,8.81,28.4,6.2,6,7650,0.9643,VERY_HIGH
2020-11-10,12:00:00,16.52,81.08,5.98,11.7,20.57,28.57,44.6,111.87,8.593,8.899,7.038,6.954,6.637,31235.3,23.25,74.84,1005.34,6.46,16.5,2.4,6,17400,0.0504,LOW
2020-11-10,18:00:00,16.58,81.14,5.09,12.04,36.14,50.95,80.76,294.01,8.692,8.593,6.843,6.312,6.161,44432.56,29.28,78.04,1010.86,9.47,22.7,4.1,7,10900,0.1133,LOW
2020-11-11,00:00:00,16.1,80.65,2.55,4.74,12.75,19.4,22.97,31.78,8.101,8.692,8.899,6.641,6.262,22047.35,30.31,69.81,1001.79,7.23,18.2,2.1,4,12450,0.0162,LOW
2020-11-11,06:00:00,16.14,80.71,5.56,10.27,17.51,24.6,44.74,88.0,8.04,8.101,8.593,7.038,6.515,29333.18,26.33,80.53,1009.0,7.44,21.4,3.7,9,8320,0.0397,LOW
2020-11-11,12:00:00,16.18,80.75,11.59,20.53,30.11,38.58,69.14,216.56,8.018,8.04,8.692,6.843,5.939,39994.09,27.55,61.9,1007.12,9.58,14.7,1.2,8,15620,0.0717,LOW
2020-11-11,18:00:00,16.22,80.8,0.92,3.85,3.85,3.85,3.85,24.35,7.568,8.018,8.101,8.899,6.462,14569.84,29.14,68.37,1006.77,5.68,12.8,2.8,7,19850,0.01,LOW
2020-11-12,00:00:00,16.28,80.84,3.95,9.04,19.61,25.54,40.99,79.69,7.151,7.568,8.04,8.593,6.954,27475.78,25.73,74.88,1005.74,6.4,25.1,5.4,9,9130,0.0106,LOW
2020-11-12,06:00:00,16.34,80.9,2.49,7.83,7.83,22.88,34.49,106.65,6.916,7.151,8.018,8.692,6.312,24181.93,24.37,73.79,1009.75,7.97,19.3,3.1,6,14670,0.0111,LOW
2020-11-12,12:00:00,16.4,80.96,0.9,0.9,0.9,12.76,28.82,84.79,6.712,6.916,7.568,8.101,6.641,20843.26,27.76,70.08,1009.91,9.76,11.9,1.6,7,22100,0.0116,LOW
2020-11-12,18:00:00,16.46,81.02,4.86,7.17,15.41,21.36,42.84,104.54,6.424,6.712,7.151,8.04,7.038,27840.92,25.08,73.21,1007.95,7.41,28.4,6.2,6,7650,0.01,LOW
2020-11-13,00:00:00,16.52,81.08,0.25,0.25,4.35,4.35,4.35,22.88,5.868,6.424,6.916,8.018,6.843,13357.06,27.05,79.49,1004.96,5.57,16.5,2.4,8,17400,0.01,LOW
2020-11-13,06:00:00,16.58,81.14,9.81,26.81,48.16,77.31,130.23,461.53,6.45,5.868,6.712,7.568,8.899,57239.39,25.06,83.3,1012.67,5.5,22.7,4.1,5,10900,0.2231,LOW
2020-11-13,12:00:00,16.1,80.65,3.69,5.71,15.84,22.99,35.69,96.75,6.063,6.45,6.424,7.151,8.593,23360.35,24.37,70.83,1002.95,15.28,18.2,2.1,10,12450,0.0124,LOW
2020-11-13,18:00:00,16.14,80.71,38.56,110.52,164.42,226.51,448.75,1488.42,9.783,6.063,5.868,6.916,8.692,172732.76,27.41,70.07,1001.79,4.85,21.4,3.7,11,8320,0.99,VERY_HIGH
2020-11-14,00:00:00,16.18,80.75,6.35,16.59,35.42,61.97,116.5,281.94,9.877,9.783,6.45,6.712,8.101,58181.88,25.76,74.13,1006.66,4.8,14.7,1.2,7,15620,0.2378,LOW
2020-11-14,06:00:00,16.22,80.8,1.68,7.6,18.47,27.55,52.99,190.7,9.827,9.877,6.063,6.424,8.04,34310.6,27.72,78.53,1010.43,6.15,12.8,2.8,7,19850,0.0996,LOW
